gene_symbol	Brain - Substantia nigra
RRAGC	15.3645
RP5-864K19.4	3.34871
MYCBP	3.385
GJA9	0.659089
RHBDL2	5.51745
RNU6-605P	0.0
Y_RNA	0.0
EIF1P2	0.0
AKIRIN1	39.802
NDUFS5	339.895
MACF1	15.8667
RNU6-608P	0.0
RNA5SP44	0.0
RP11-416A14.1	0.314243
RP11-420K8.1	0.0
HSPE1P8	0.0
BMP8A	0.833698
OXCT2P1	0.243102
RP11-69E11.4	4.60872
PPIEL	1.04857
PABPC4	22.509
SNORA55	0.0
RP11-69E11.8	0.0
HEYL	12.4887
RP1-144F13.3	0.0804569
NT5C1A	0.79006
HPCAL4	18.447
PPIE	7.04061
RP1-144F13.4	0.0
RNU7-121P	0.0
BMP8B	1.51472
OXCT2	0.2752
RP1-118J21.25	0.211655
RP1-118J21.24	0.0
TRIT1	7.59853
Y_RNA	0.0
MYCL	0.388538
RP1-118J21.5	0.0
Y_RNA	0.0
MFSD2A	13.3073
RP3-342P20.2	1.56908
CAP1	66.6031
PPT1	55.1787
RP11-115D7.3	0.069152
RLF	4.58235
RNU6-1237P	0.0
TMCO2	0.0
RP1-39G22.7	9.53614
ZMPSTE24	16.5704
RP1-39G22.4	0.0
COL9A2	81.0785
RP1-228H13.1	0.0810412
SMAP2	26.2693
RP1-228H13.2	0.0
ZFP69B	0.781492
RP1-228H13.5	1.51598
RP11-656D10.7	0.516077
ZFP69	2.37698
RP11-656D10.3	0.68479
EXO5	1.01542
RP11-656D10.5	0.0
RP11-656D10.6	0.399756
ZNF684	1.86736
RP1-63P18.2	0.0
GTF2F2P2	0.0
RIMS3	9.57621
RP4-739H11.3	0.0
NFYC-AS1	2.46536
NFYC	9.82716
MIR30E	0.0
MIR30C1	0.0
KCNQ4	1.7895
RN7SL326P	0.0
CITED4	6.82984
RP5-1066H13.4	0.0
RP11-348A7.1	0.0
UBE2V1P8	0.0
CTPS1	3.40215
SLFNL1-AS1	0.116539
SLFNL1	0.117276
SCMH1	7.35895
RPL23AP17	0.0
RP11-399E6.1	0.0911352
RP11-399E6.2	0.0
FOXO6	1.21723
RP11-399E6.4	0.0833526
RNA5SP45	0.0
EDN2	0.0
HIVEP3	1.88618
RP11-486B10.3	0.0
RP11-486B10.4	0.0543571
HNRNPFP1	0.0
RP11-319C21.1	0.0
GUCA2B	0.0
GUCA2A	0.0
FOXJ3	8.80858
RP11-223A3.1	0.457463
RIMKLA	3.74447
RP11-157D18.2	0.0
ZMYND12	4.41573
PPCS	20.3062
CCDC30	0.990902
RP11-163G10.2	0.0
TMSB4XP1	0.744078
RNU6-536P	0.0
RP11-163G10.4	0.0
PPIH	8.3218
RP5-994D16.3	2.04398
YBX1	140.385
CLDN19	0.0109108
P3H1	5.56508
C1ORF50	12.4582
RP5-994D16.9	1.94303
TMEM269	0.121974
SVBP	14.8871
ERMAP	3.45129
RP11-342M1.3	0.284061
ZNF691	5.55768
RP11-342M1.7	0.0167632
RP11-342M1.6	0.0
ATP6V1E1P1	0.0678203
SLC2A1	65.5584
RP5-848E13.5	0.103561
SLC2A1-AS1	1.96923
RP5-848E13.4	0.134339
RNU6-880P	0.0
U6	0.0
RP3-393B19.1	0.0
FAM183A	0.276014
EBNA1BP2	17.7725
CFAP57	0.106453
RNA5SP46	0.0
TMEM125	20.6562
C1ORF210	0.0786216
TIE1	5.8996
MPL	0.223188
RP1-92O14.3	0.530077
CDC20	0.684462
ELOVL1	62.9071
MED8	19.7452
RP1-92O14.6	2.07342
SZT2	4.27476
SZT2-AS1	0.0
HYI-AS1	0.314108
PTPRF	16.188
KDM4A	5.60823
KDM4A-AS1	0.588357
ST3GAL3	9.47841
RP11-184I16.4	0.0627147
U6	0.0
RP11-184I16.3	0.0
MIR6079	0.0
SHMT1P1	0.0
ARTN	0.386827
RP11-7O11.3	1.29723
IPO13	37.5447
DPH2	8.46233
ATP6V0B	60.5089
B4GALT2	26.2304
CCDC24	5.51007
SLC6A9	24.2546
RP5-1198O20.4	0.969601
RP5-1198O20.5	0.0
KRT8P47	0.0
RN7SL479P	0.0
KLF17	0.0984666
RP11-570P14.1	0.156259
KLF18	0.0
RP4-675G8.3	0.0
Y_RNA	0.0
OOSP1P1	0.0
RP5-891H21.1	0.0
RP5-891H21.5	0.0
DMAP1	12.6132
ERI3	41.5079
ERI3-IT1	0.127687
RNU6-369P	0.0
RNF220	23.1739
MIR5584	0.0
TMEM53	4.60947
C1ORF228	2.05471
RNU5F-1	0.0
RNU5D-1	0.0
KIF2C	0.322167
RP11-269F19.2	0.141169
RPS8	273.855
SNORD46	0.305944
SNORD38A	0.0
RPS15AP11	0.169239
BEST4	0.753317
PLK3	4.63603
TCTEX1D4	0.136307
BTBD19	1.01259
PTCH2	3.35064
RP5-882O7.1	0.616387
EIF2B3	8.52888
RNA5SP47	0.0
CCNB1IP1P1	0.0
RP5-882O7.4	0.135032
MRPS17P1	0.0445664
HECTD3	11.1957
UROD	29.8562
ZSWIM5	2.3643
OSTCP5	0.0
LINC01144	1.403
HPDL	1.4462
MUTYH	7.18254
TOE1	4.08181
TESK2	7.54015
RP11-291L19.1	0.0
CCDC163	12.4978
MMACHC	3.20756
PRDX1	365.133
HMGB1P48	0.0
AKR1A1	20.3156
AL355480.3	0.0
AL355480.1	0.0
NASP	26.4168
AL355480.2	0.0
AL355480.4	0.0
CCDC17	0.826657
GPBP1L1	13.3224
RPS15AP10	0.20897
RP11-767N6.2	0.235069
TMEM69	10.2387
IPP	3.15089
RP11-767N6.7	3.66862
RP11-630I5.1	0.0342209
MAST2	13.8151
TMA16P2	0.0
PIK3R3	8.49927
RP4-533D7.4	0.114166
RP4-533D7.3	0.0
RP4-533D7.5	0.0631953
TSPAN1	0.739623
RP11-322N21.2	0.0
POMGNT1	24.6818
LURAP1	4.87832
RAD54L	0.738462
LRRC41	9.72007
UQCRH	214.577
NSUN4	2.44567
RP4-603I14.3	0.0
FAAH	30.149
FAAHP1	0.420649
LINC01398	0.023194
DMBX1	0.109869
RP11-49P4.7	0.0823812
MKNK1-AS1	0.209545
KNCN	0.259391
MKNK1	10.4623
MOB3C	5.15147
ATPAF1	38.8497
NENFP1	0.0
TEX38	0.104956
EFCAB14-AS1	0.0
EFCAB14	37.1247
RP11-8J9.5	0.0
CYP4B1	0.25327
CYP4Z2P	0.0
RP11-346M5.1	0.0
CYP4A11	0.163785
CYP4A26P	0.0
CYP4A43P	0.0
CYP4A27P	0.0
CYP4A44P	0.0
CYP4X1	2.8005
CYP4Z1	0.211372
RP11-184J23.2	0.0
CYP4A22-AS1	0.0816928
CYP4A22	0.041964
MTND1P34	0.0
LINC00853	0.828541
PDZK1IP1	0.433807
TAL1	4.35435
RP1-18D14.7	0.769452
STIL	0.449594
CMPK1	61.4517
LINC01389	0.11325
FOXE3	0.0475693
FOXD2-AS1	0.417103
FOXD2	0.10654
RP4-666O22.3	0.0
RPL21P24	0.0
ATP6V0E1P4	0.0
LINC01738	0.0603897
TRABD2B	0.150828
RP11-330M19.1	0.0
RP4-683M8.2	0.0
RP11-193P11.3	0.0
CYP46A4P	0.0
SKINT1L	0.156887
RP5-1024N4.6	0.0
RP5-1024N4.2	0.0
SLC5A9	0.181196
RP5-1024N4.4	0.907405
RP5-1024N4.5	0.414265
SPATA6	5.71972
PPP1R8P1	0.485908
RNU6-723P	0.0
RP11-329A14.1	0.0781667
RNU4-61P	0.0
RP11-329A14.2	0.0
AGBL4	0.351792
BEND5	6.78023
RP11-141A19.1	0.0
RP11-141A19.2	0.0
AGBL4-IT1	0.0
RP5-926E3.1	0.0
ZNF859P	0.0
RP11-93G23.2	0.0
MTND2P29	0.0
ELAVL4	4.7162
RP11-492I2.1	0.0
RP11-567C20.2	0.0
RP11-567C20.3	0.0
RP11-183G22.1	0.0779058
HMGB1P45	0.0
FCF1P6	0.0
DMRTA2	0.193709
FAF1	7.63277
RP5-850O15.3	0.0781327
RNU6-1026P	0.0
PHBP12	0.0290123
MRPS6P2	0.0
CDKN2C	3.9727
MIR4421	0.0
MIR6500	0.0
C1ORF185	0.0
Y_RNA	0.0
CFL1P2	0.0538939
LINC01562	0.0952736
RNF11	95.8301
RP11-296A18.5	0.0977087
RP11-296A18.6	0.0466337
TTC39A	0.900532
TTC39A-AS1	0.0410941
EPS15	40.7483
RP11-275F13.3	0.0515451
RNU6-877P	0.0
RP11-253A20.1	0.102181
RP11-191G24.1	0.141423
RNU6-1281P	0.0
CALR4P	0.234963
OSBPL9	19.4753
GAPDHP51	0.0
SLC25A6P3	0.0
SNORA26	0.0
NRDC	25.9321
RP4-657D16.3	0.576144
RP4-657D16.6	0.129292
MIR761	0.0
TSEN15P2	0.0
RAB3B	1.1687
RNA5SP48	0.0
RP11-91A18.1	0.0
RN7SL290P	0.0
TXNDC12	15.3783
KTI12	4.02938
RP11-91A18.4	0.0
TXNDC12-AS1	0.0
BTF3L4	10.7135
ZFYVE9	9.18914
RN7SL788P	0.0
RP4-800M22.1	0.114411
RP4-800M22.2	0.0
PDCL3P6	0.0
RP4-800M22.4	0.0
DNAJC19P7	0.0
ANAPC10P1	0.0
CC2D1B	11.5518
RP11-155O18.6	0.767301
PLA2G12AP1	0.178571
ORC1	0.173265
PRPF38A	12.5518
ZCCHC11	4.40908
RP11-25O10.2	0.0
EEF1GP7	0.0
GPX7	3.04567
FAM159A	0.368694
COA7	4.7903
NDUFS5P3	0.0
RN7SL62P	0.0
ZYG11B	7.66344
RNU2-30P	0.0
RPS13P2	0.969428
RNU6-969P	0.0
ZYG11A	0.0141923
RP4-631H13.2	0.0
ECHDC2	11.6075
RP4-631H13.6	0.356978
RP4-631H13.4	0.0
SCP2	20.1623
MIR1273F	0.0
MIR5095	0.0
MIR1273G	0.0
RP4-631H13.5	0.0
RP11-334A14.2	0.0
TUBBP10	0.0
PODN	5.24365
SLC1A7	0.928788
RP11-334A14.8	0.0393698
RP5-1024G6.9	0.0
CPT2	4.71107
RP5-1024G6.2	0.159823
C1ORF123	44.5603
RP5-1024G6.7	0.0268366
MAGOH	11.7433
RP5-1024G6.5	1.26173
LRP8	4.96739
RP4-784A16.1	0.0868147
RP4-784A16.2	0.0
RP4-784A16.3	0.0
RP4-784A16.4	0.0
LINC01771	0.405729
RP11-117D22.1	0.0
RP11-117D22.2	0.0929863
SLC25A3P1	0.0
DMRTB1	0.0
GLIS1	0.322026
RNU7-95P	0.0
NDC1	2.66033
SNORA58	0.0
RP4-654H19.2	0.0
YIPF1	14.8355
DIO1	0.0849803
HSPB11	5.5606
LRRC42	5.99684
HNRNPA3P12	0.0554418
LDLRAD1	0.0
TMEM59	35.9138
RP4-758J24.6	0.962978
TCEANC2	3.03725
MIR4781	0.0
RP4-758J24.4	0.0
CDCP2	0.0208012
RP11-446E24.3	0.0075336
CYB5RL	1.58327
MRPL37	18.428
SSBP3	26.6919
SSBP3-AS1	0.457426
RP5-997D24.3	0.0
RP4-705F19.1	0.0
RP5-866L20.1	0.0
RP5-866L20.2	0.0
HNRNPA1P63	0.0
ACOT11	0.83794
FAM151A	0.154043
RP11-240D10.4	0.0723651
MROH7	3.05713
TTC4	14.6955
PARS2	1.50783
TTC22	0.103311
RP11-67L3.2	0.0
LEXM	0.0
DHCR24	78.1265
RP11-67L3.5	0.0
RP11-67L3.4	0.0
TMEM61	0.56544
BSND	0.0
PCSK9	0.0550501
USP24	8.7042
RP11-101C11.1	0.0
GYG1P3	0.0
MIR4422	0.0
GOT2P1	0.0
MTCO2P34	0.0
RN7SKP291	0.0
RNU6-830P	0.0
Y_RNA	0.0
RP11-90C4.1	0.0729399
LINC01753	0.0
PIGQP1	0.0
LINC01755	0.0
RP1-158P9.1	0.0
RPSAP20	0.0
RP11-504A18.1	0.275332
LINC01767	0.0
PLPP3	34.8633
RPL21P23	0.0
RPL23AP85	0.0
RP11-377K22.2	0.0
PRKAA2	1.41979
C1ORF168	0.0569471
RP11-378I13.1	0.0
C8A	0.0
C8B	0.0
RP5-1103B4.3	0.0
DAB1	2.17211
RP6-102O10.1	0.0
RPS20P5	0.0
DAB1-AS1	0.0
HNRNPA1P6	0.0501206
RPS26P15	0.0
RP11-393I23.4	0.0
RP11-393I23.3	0.0
RP11-414C16.1	0.0
OMA1	4.25715
RP4-592A1.4	0.0
RN7SL713P	0.0
TACSTD2	0.376018
RP4-592A1.2	0.169844
MYSM1	5.1549
RP11-63G10.4	0.0
JUN	49.5892
LINC01135	1.7986
RP11-63G10.3	0.137993
RP11-63G10.2	0.0
RP4-794H19.1	2.15884
LINC01358	0.0877248
PHBP3	0.0
RP11-145M4.1	0.0
RP11-145M4.2	0.0
HSD52	0.0144088
RP11-467C18.1	0.230176
FGGY	1.21353
MIR4711	0.0
RP4-782L23.2	0.0
HOOK1	0.687977
CYP2J2	14.5705
RN7SL475P	0.0
C1ORF87	0.485154
PGBD4P8	0.0
RP11-575B7.3	0.0
LINC01748	0.158437
RP11-436K8.1	0.340321
NFIA	9.81014
NFIA-AS2	0.969952
RP4-802A10.1	0.0
NFIA-AS1	0.0
RP11-430G17.1	0.0
TM2D1	7.18573
RP11-430G17.3	1.23057
PATJ	2.84104
RNU6-414P	0.0
RNU6-1177P	0.0
LAMTOR5P1	0.0
RN7SL180P	0.0
MIR3116-1	0.0
PIGPP2	0.0
RPS15AP7	0.0
L1TD1	0.0289936
RP5-1155K23.4	0.0
KANK4	3.36086
RNU6-371P	0.0
USP1	9.1872
DOCK7	2.93346
RP11-293K19.1	0.0
ANGPTL3	0.0229594
RP5-849H19.3	0.0
RP5-849H19.2	0.0
RP11-230B22.1	0.235394
ATG4C	12.9907
RP4-771M4.3	0.214009
RP4-771M4.2	0.0
LINC01739	0.0728071
RP11-5P4.2	0.0
RP11-5P4.3	0.0
RP11-335E6.2	0.0
LINC00466	0.00681641
RNA5SP49	0.0
RP11-335E6.3	0.0
RPSAP65	0.0
FOXD3-AS1	0.0
FOXD3	0.0
MIR6068	0.0
Y_RNA	0.0
RP4-792G4.3	0.0
ALG6	2.19401
ITGB3BP	1.69838
EFCAB7	2.49715
RN7SL488P	0.0
RNU7-123P	0.0
DLEU2L	0.104312
PGM1	18.2231
RN7SL130P	0.130558
ROR1	0.187368
RP4-597J3.1	0.0
CFL1P3	0.0
RNU6-809P	0.0
Y_RNA	0.0
ROR1-AS1	0.0
UBE2U	0.0
RNU7-62P	0.0
CACHD1	4.89379
MIR4794	0.0
RAVER2	5.88274
JAK1	21.1533
RP11-182I10.1	0.0
RP11-182I10.2	0.0
LINC01359	0.335305
SLC2A3P2	0.041662
RP4-535B20.4	0.401267
RNU6-1176P	0.0
MIR3671	0.0
MIR101-1	0.0
RP4-535B20.1	0.221549
RP4-535B20.2	0.0
MRPS21P1	0.0
AK4	9.42323
RPS29P7	0.0
DNAJC6	40.3625
RP5-1044H5.1	0.0
COX6CP13	0.0
RNU2-15P	0.0
LEPROT	21.6159
RP4-630A11.3	0.0
LEPR	1.87018
RP11-430H12.2	0.0
RN7SL854P	0.0
PDE4B	15.7458
RP11-397C12.1	0.0
RNU4-88P	0.0
SGIP1	5.91677
MIR3117	0.0
RP4-598P13.1	0.0993874
TCTEX1D1	2.20712
INSL5	0.157352
WDR78	0.696669
RP11-342H21.2	0.0
MIER1	4.71486
SLC35D1	2.96477
C1ORF141	0.06766
SNORA31	0.0
RP4-547N15.3	0.115978
IL23R	0.0
RNU6-586P	0.0
RNU4ATAC4P	0.0
RP11-131O15.2	0.0
IL12RB2	0.0538742
SERBP1	22.4832
RNU6-387P	0.0
LINC01702	0.0
RNU6-1031P	0.0
RP11-393N21.1	0.0
RN7SL392P	0.0
HNRNPCP9	0.0
GADD45A	16.9476
GNG12	8.79904
RNU7-80P	0.0
GNG12-AS1	0.0885509
RP4-609E1.2	0.0
DIRAS3	3.10565
ARL5AP3	0.0
WLS	25.1462
CTBP2P8	0.0897522
MIR1262	0.0
RPS7P4	0.0712256
COX6B1P7	0.0
ELOCP18	0.0
RP5-1033K19.2	0.0
RPE65	4.60285
DEPDC1	0.0218975
RP4-694A7.2	0.0
DEPDC1-AS1	0.0
TXNP2	0.0
LINC01707	0.0
RP11-74K19.1	0.0
LINC01758	0.0
LRRC7	1.45299
SGO1P1	0.0
RN7SL538P	0.0
PIN1P1	0.0
RP11-181B18.1	0.164046
LRRC40	7.0736
RN7SL242P	0.0
SRSF11	26.5608
RP4-677H15.4	0.0
ANKRD13C	6.44273
HHLA3	17.3878
RP11-180O5.2	0.104232
CTH	2.87275
METAZOA_SRP	0.0
RP11-42O15.3	1.07316
RP11-42O15.2	0.0
CASP3P1	0.0
LINC01788	0.0
RP11-99H8.1	0.0
PTGER3	0.159406
RP3-333A15.1	0.0
RP3-333A15.2	0.101947
ZRANB2-AS1	0.0354967
ZRANB2	29.2715
MIR186	0.0
ZRANB2-AS2	0.129268
RP11-115M14.1	0.0
NEGR1	3.85401
RP11-82L20.1	0.0
RP11-175G14.2	0.0
NEGR1-IT1	0.0
GDI2P2	0.0700964
RPL31P12	0.0
RNU6-1246P	0.0
RP4-660H19.1	0.0
RP11-262K1.1	0.0
RP11-25L19.1	0.0
KRT8P21	0.0
RN7SKP19	0.0
LINC01360	0.0
RP4-788P17.1	0.0
RNA5SP50	0.0
RNU4ATAC8P	0.0
LRRIQ3	0.202982
FPGT	2.83581
TNNI3K	1.61705
RP11-439H8.4	0.0424223
RP4-650F12.2	0.128949
LRRC53	0.0142864
ERICH3	0.761468
ERICH3-AS1	0.0
RP11-17E13.2	1.78397
CRYZ	6.6827
TYW3	6.63996
RP11-93N20.1	0.0
RP11-510C10.4	0.0
RP11-510C10.2	0.0
LHX8	0.0
RP11-510C10.3	0.0
RNU6-622P	0.0
SLC44A5	1.04122
RP11-87O11.1	0.0
RNU6-503P	0.0
RP4-595K12.1	0.0
RP4-595K12.2	0.0
RP4-682C21.5	0.0
ACADM	25.6248
DLSTP1	0.230697
RABGGTB	15.4779
MSH4	0.169639
ASB17	0.0
RP11-550H2.1	0.0
RP11-550H2.2	0.0
ST6GALNAC3	3.83967
RP11-335E14.1	0.0
RP5-1102E8.3	0.226929
TPI1P1	1.20778
RNU6-161P	0.0
RP11-415A20.1	0.0
ST6GALNAC5	1.00416
MIR7156	0.0
RP4-564M11.2	0.0
PIGK	6.62645
RP4-706A16.3	2.19583
RP11-363H12.1	0.0
AK5	17.4023
RP11-375A5.1	0.255624
RNU7-8P	0.0
ZZZ3	4.63288
RNA5SP20	0.0
RN7SL370P	0.0
USP33	18.7992
ACTG1P21	0.0
MIGA1	7.71342
RNA5SP21	0.0
RP11-181C21.4	0.132784
NSRP1P1	0.134744
HSPE1P25	0.0
NEXN-AS1	0.0983049
NEXN	1.29038
FUBP1	11.4436
DNAJB4	14.3366
RP11-386I14.4	0.662951
RP11-386I14.2	0.0
GIPC2	0.370346
RNU6-1102P	0.0
RP11-386I14.3	0.0
RNA5SP22	0.0
RNFT1P2	0.0
MGC27382	0.0
PTGFR	0.167256
RP11-472F19.1	0.0
RNA5SP23	0.0
IFI44L	6.91061
IFI44	14.4818
RP4-641G12.3	0.0
RP4-641G12.4	0.0
ADGRL4	5.77915
PSAT1P3	0.0
RP4-726F1.2	0.0
RP4-726F1.1	0.0
ADH5P2	0.0
RP11-339A11.1	0.0
RP11-339A11.2	0.0
RP11-339A11.3	0.0
HMGB1P18	0.0
RP11-339D23.1	0.0
HNRNPA1P64	0.0
RP11-115A15.4	0.0
RP11-115A15.2	0.0
RP5-933B4.1	0.0
LINC01781	0.0
MTND2P30	0.0
RPL7P10	0.0
RP3-445O10.1	0.0
RN7SKP247	0.0
ADGRL2	3.04189
HNRNPA3P14	0.0
RP5-837I24.1	0.0
RP5-837I24.6	0.0
RP5-837I24.2	0.0
MED28P8	0.0645715
RP5-837I24.4	0.0
RP5-837I24.5	0.0
ST13P20	0.0
RP11-147G16.1	0.0
LINC01362	0.0
LINC01361	0.0336316
LINC01712	0.0
LINC01725	0.0276145
RP5-836J3.1	0.0
TTLL7	19.9687
TTLL7-IT1	0.0869662
RP4-552O12.1	0.0
RP11-486G15.2	2.97393
PRKACB	44.6866
RP11-486G15.1	0.0
RP11-82H13.2	0.121721
SNORA2	0.0
SAMD13	0.565615
RP11-376N17.4	0.0
UOX	0.110398
DNASE2B	0.205798
RPF1	12.8097
GNG5	40.5615
SPATA1	0.318871
CTBS	2.00093
LINC01555	0.0
RP11-484D4.3	0.0
SSX2IP	2.82512
LPAR3	0.0332151
MCOLN2	0.133536
WDR63	0.146677
MCOLN3	0.0271178
MIR4423	0.0
RP11-33E12.2	0.696862
SYDE2	0.131066
C1ORF52	11.421
Y_RNA	0.0
BCL10	2.68187
RP11-131L23.1	0.0716513
DDAH1	59.0541
Y_RNA	0.0
RP11-131L23.2	0.268948
RP4-621F18.2	0.0758651
RP11-290M5.4	0.14419
CYR61	11.4043
SNORD81	0.0
RP11-290M5.2	0.0
ZNHIT6	7.2407
COL24A1	0.326459
RNA5SP51	0.0
RP4-682E18.1	0.0
ODF2L	3.10013
MIR7856	0.0
RP11-444C12.1	0.0
CLCA2	0.304085
CLCA1	0.0
CLCA4	4.50996
CDCA4P2	0.0
RP4-651E10.4	0.24417
CLCA3P	0.0
RP4-612B15.3	3.04326
SH3GLB1	17.3911
RP4-612B15.2	0.0562803
SELENOF	61.2312
HS2ST1	5.63184
RP4-604K5.3	0.0
RP11-384B12.2	0.0
RP11-384B12.3	0.0
LINC01140	0.544018
RP5-1043L3.1	0.0
LMO4	14.6277
LINC01364	0.0
RNA5SP52	0.0
RP11-60A14.1	0.0237696
LINC01773	0.0
CTA-21C21.1	0.0
RN7SL583P	0.16462
RP11-76N22.1	0.0
UC_338	0.0
PKN2-AS1	0.102835
RPL36AP10	0.0
PKN2	5.87362
RNU6-125P	0.0
ELOCP19	0.361676
GTF2B	11.513
RP11-82K18.2	0.201982
KYAT3	12.7675
RBMXL1	7.14825
GBP3	3.69308
Y_RNA	0.0
GBP1	3.90067
PTGES3P1	6.86919
GBP2	3.82687
GBP7	0.0339658
GBP4	3.71897
GBP5	0.200868
RP4-620F22.3	0.0
RP5-908D6.1	0.0
GBP6	0.0913227
CAPNS1P1	0.0
GBP1P1	0.543166
LRRC8B	4.64577
FLJ27354	3.79522
RP11-413E1.4	0.0
LRRC8C	2.43793
RP11-413E1.2	0.0
RP5-943J3.1	0.412879
RP5-943J3.2	0.471325
LRRC8D	13.7423
RP11-302M6.5	0.134784
RN7SKP272	0.0
GEMIN8P4	1.76758
ZNF326	9.46266
RNU6-695P	0.0
RP5-827O9.1	0.0
U3	0.0
BARHL2	0.0993141
RP4-665J23.1	13.421
LINC01763	0.858665
RP4-665J23.4	0.0
PHKA1P1	0.143878
ZNF644	5.58175
RPL5P6	0.0
HFM1	0.64065
Y_RNA	0.0
FEN1P1	0.0
CDC7	2.53528
WDR82P2	0.0
RP11-91I11.1	0.0
HSP90B3P	0.0
TGFBR3	2.21769
RN7SL653P	0.0
BRDT	0.0218025
EPHX4	1.22883
LPCAT2BP	0.0
SETSIP	0.109851
BTBD8	0.406103
GAPDHP46	0.0
PRKAR1AP1	0.0
KIAA1107	5.76166
RP4-621B10.8	4.29872
RP4-775D17.1	0.0
C1ORF146	0.0264947
ACTBP12	0.0
GLMN	3.77407
RPAP2	1.79319
RN7SL824P	0.0
GFI1	0.104936
EVI5	4.21592
RP4-593M8.1	0.0
HMGB3P9	0.0
RNU4-59P	0.0
RP11-330C7.3	0.0
RP11-330C7.4	0.0
CCNJP2	0.0
RPL5	481.971
FAM69A	16.5121
SNORD21	0.459431
SNORA66	0.55936
SNORA51	0.0
RP11-386I23.1	0.0694689
RNU6-970P	0.0
RN7SL692P	0.0
RNU6-210P	0.0
RN7SKP123	0.0
Y_RNA	0.0
MTF2	5.05696
TMED5	6.78609
CCDC18	0.641479
RP4-612C19.1	0.0
RP4-612C19.2	0.0
CCDC18-AS1	4.64819
RP4-717I23.2	0.0
DR1	5.12262
RP4-713B5.2	0.594065
Y_RNA	0.0
FNBP1L	9.05935
RNA5SP53	0.0
BCAR3	6.36936
RP5-1033H22.2	0.019212
RP11-488P3.1	0.107907
MIR760	0.0
RP4-561L24.3	1.22504
DNTTIP2	7.56785
GCLM	5.44193
CHCHD2P5	0.0
MTND4P11	0.0
MTND3P21	0.0
MTCO3P21	0.0
MTATP6P13	0.0
RP5-837O21.8	0.0
MTCO2P21	0.0
MTCO1P21	0.0
RP5-837O21.2	0.0
ABCA4	0.0905376
RP11-78O9.1	0.0
ARHGAP29	3.34488
RN7SL440P	0.0
RP11-148B18.1	0.0
GAPDHP29	0.0
RP11-148B18.4	0.0
RP11-366L18.1	0.0
ABCD3	8.98845
F3	23.6517
RP11-86H7.6	0.0605979
SLC44A3-AS1	0.509555
KATNBL1P2	0.0
MIR378G	0.0
SLC44A3	3.86751
CNN3	98.5207
RP4-639F20.1	12.8234
ALG14	1.6845
RP11-313A24.1	0.140782
TMEM56	2.80284
RP11-57H12.2	0.0
Y_RNA	0.0
RP11-57H12.3	0.31379
RWDD3	9.87957
RP11-57H12.5	0.243352
LINC01760	0.0
LINC01650	0.0
RP11-14O19.2	0.0
LINC01761	0.0
RP11-286B14.1	0.0321156
RP11-286B14.2	0.0
RP11-147C23.1	0.0
RNU1-130P	0.0
LINC01787	0.0
RP4-736I12.1	0.0
UBE2WP1	0.0
EEF1A1P11	0.57428
RN7SL831P	0.0
NDUFS5P2	0.0
RPL7P9	3.10801
RN7SKP270	0.0
PTBP2	5.60516
DPYD	3.25496
DPYD-AS1	0.0
DPYD-IT1	0.0
SEC63P1	0.143301
RPL26P9	0.0
RP11-272L13.2	0.0
DPYD-AS2	0.0
RP11-272L13.4	0.0
LINC01930	0.886622
RP11-490G2.2	0.145121
MIR137HG	0.299196
NFU1P2	0.0
LINC01776	0.0382401
RP11-296E3.2	0.187994
SNX7	11.5378
PLPPR5	1.4451
RP5-896L10.1	0.0661729
RP11-234N17.1	0.429076
PLPPR4	4.11814
RP4-735N21.1	0.0
LINC01708	0.0
PALMD	6.98083
HMGB3P10	0.149016
FRRS1	0.119927
RNU4-75P	0.0
Y_RNA	0.0
RP4-581O6.1	0.0
AGL	4.31014
RP5-884G6.2	0.479705
SLC35A3	1.62153
RNU6-750P	0.0
RNU6-1318P	0.0
MFSD14A	18.2783
RP4-714D9.2	0.0
SASS6	1.26996
RP4-714D9.4	0.0
TRMT13	5.42118
LRRC39	2.63802
DBT	3.41458
RPL23AP90	0.0
BRI3P1	0.0
RP11-305E17.4	0.0
RTCA-AS1	2.10059
RTCA	13.0845
MIR553	0.0
RP5-837M10.1	0.0
RP5-837M10.2	0.0
CDC14A	1.51318
BCAS2P2	0.0
RP5-837M10.4	0.0
GPR88	0.386593
RP11-84O12.2	0.0
LINC01349	0.0
RP11-84O12.3	0.0
VCAM1	4.82613
EXTL2	8.70042
SLC30A7	2.10673
HNRNPA1P68	0.0
DPH5	7.23633
RP11-421L21.2	0.0869695
RP11-421L21.3	4.42416
SCARNA16	0.0
RP5-1033H2.1	0.0
RP4-575N6.4	1.31477
S1PR1	43.0942
RP4-575N6.5	0.521559
RP4-575N6.2	0.229168
PPIAP7	0.0
LINC01307	0.0
LINC01709	0.019548
RNU6-965P	0.0
RPSAP19	0.584875
OLFM3	1.9526
RNU6-352P	0.0
RP11-82O2.2	0.0
DNAJA1P5	0.0
RP11-202K23.1	0.0
RP5-936J12.1	0.0
COL11A1	4.69724
SOD2P1	0.0
RP11-153F1.2	0.0
RP11-153F1.1	0.123204
RN7SKP285	0.0
RNPC3	8.76001
AMY2B	8.21972
AMY2A	0.334041
AMY1A	0.0
RP5-1108M17.5	0.0
AMY1B	0.0180423
AMYP1	0.0
AMY1C	0.0
RP11-97C18.1	0.0
RP11-364B6.2	0.0
FTLP17	0.0
